bls302_code,name_de,name_en,kcal_100g,water_g_100g,protein_g_100g,fat_g_100g,carb_g_100g,fiber_g_100g,sodium_mg_100g
K440122,Yamswurzel gegart,Yam cooked,98,69.655,1.963,0.126,21.604,5.466,9
K440132,Yamswurzel gekocht,Yam boiled,94,70.65,1.957,0.124,20.76,5.525,8
K440200,Yamswurzel tiefgefroren,Yam deep-frozen,105,67.74,2.079,0.135,23.28,5.778,5
K440400,Yamswurzel getrocknet,Yam dried,303,6.0,5.99,0.389,67.079,16.65,30
K440500,Yamswurzel Pulver,Yam powder,296,7.999,5.862,0.382,65.652,16.295,29
K450000,Pfeilwurzel (Maranta),Arrowroot,104,71.576,5.332,0.289,19.41,0.82,22
K450100,Pfeilwurzel roh,Arrowroot raw,104,71.576,5.332,0.289,19.41,0.82,22
K450122,Pfeilwurzel gegart,Arrowroot cooked,101,72.641,5.231,0.281,18.714,0.806,20
K450132,Pfeilwurzel gekocht,Arrowroot boiled,97,73.778,5.221,0.276,18.006,0.816,18
K450200,Pfeilwurzel tiefgefroren,Arrowroot deep-frozen,109,71.107,5.576,0.302,20.298,0.858,12
K450400,Pfeilwurzel getrocknet,Arrowroot dried,344,6.0,17.633,0.955,64.191,2.712,73
K450500,Pfeilwurzel Pulver,Arrowroot powder,337,8.0,17.258,0.935,62.825,2.654,71
K460100,Taro (Wasserbrotwurzel) roh,Taro raw,102,70.046,1.571,0.209,22.843,3.743,16
K460132,Taro (Wasserbrotwurzel) gekocht,Taro boiled,95,72.175,1.538,0.199,21.184,3.722,13
K460400,Taro (Wasserbrotwurzel) getrocknet,Taro dried,319,6.0,4.93,0.655,71.685,11.747,50
K460500,Taro (Wasserbrotwurzel) Pulver,Taro powder,312,8.0,4.825,0.642,70.159,11.497,49
K470100,Japanknolle (Japankartoffel) roh,Japanese artichoke (Chinese artichoke) raw,181,44.425,5.125,0.681,37.359,9.263,18
K470132,Japanknolle (Japankartoffel) gekocht,Japanese artichoke (Chinese artichoke) boiled,173,46.864,5.136,0.664,35.468,9.429,15
K480100,Sagopalme roh,Sago palm raw,181,44.425,5.125,0.681,37.359,9.263,18
K480132,Sagopalme gekocht,Sago palm boiled,173,46.864,5.136,0.664,35.468,9.429,15
K490100,Yamsbohne roh,Yam bean raw,41,88.85,1.401,0.2,8.049,0.7,6
K490132,Yamsbohne gekocht,Yam bean boiled,38,89.847,1.346,0.187,7.325,0.683,5
K490200,Yamsbohne tiefgefroren,Yam bean deep-frozen,43,88.492,1.469,0.21,8.439,0.734,3
K490400,Yamsbohne getrocknet,Yam bean dried,346,6.001,11.811,1.686,67.857,5.901,51
K490500,Yamsbohne Pulver,Yam bean powder,339,8.0,11.559,1.65,66.414,5.776,50
K500000,Erzeugnisse stärkereicher Pflanzenteile,Products made from starchy roots and tubers,349,12.145,0.625,0.24,84.9,1.8,4
K510000,Maniok (Cassava) Erzeugnisse,Manioc (cassava) products,349,12.145,0.625,0.24,84.9,1.8,4
K512000,Tapioka,Tapioca (granulated cassava starch),349,12.145,0.625,0.24,84.9,1.8,4
K550000,Pfeilwurzelmehl (Marantastärke),Arrowroot starch,384,3.11,0.4,0.1,94.0,2.0,5
K582000,Sago,Sago (granulated palm starch),341,15.646,0.614,0.1,83.1,0.1,8
K700022,Pilze gegart,Mushrooms cooked,22,91.69,4.317,0.262,0.589,2.102,8
K700100,Pilze roh,Mushrooms raw,21,92.068,4.107,0.249,0.56,1.9,8
K700101,Pilze roh mit Küchenabfall,Mushrooms raw whole,18,78.257,3.491,0.212,0.476,1.615,7
K700122,Pilze roh gegart,Mushrooms raw cooked,22,91.69,4.317,0.262,0.589,2.102,8
K700200,Pilze tiefgefroren,Mushrooms deep-frozen,26,90.333,5.037,0.305,0.687,2.33,9
K700222,Pilze tiefgefroren gegart,Mushrooms deep-frozen cooked,27,89.875,5.29,0.32,0.721,2.576,9
K700400,Pilze getrocknet,Mushrooms dried,248,8.0,48.235,2.922,6.582,22.317,82
K700422,Pilze getrocknet gegart,Mushrooms dried cooked,22,91.69,4.317,0.262,0.589,2.102,8
K700800,"Pilze gesäuert, nicht abgetropft",Mushrooms pickled undrained,11,95.403,2.031,0.122,0.307,0.93,160
K700802,Pilze gesäuert abgetropft,Mushrooms pickled drained,18,92.718,3.362,0.202,0.452,1.591,235
K700900,"Pilze Konserve, nicht abgetropft",Mushrooms canned undrained,19,93.383,3.372,0.501,0.07,1.5,320
K700902,Pilze Konserve abgetropft,Mushrooms canned drained,31,89.049,5.586,0.83,0.11,2.568,471
K700922,Pilze Konserve gegart abgetropft,Mushrooms canned cooked drained,32,88.576,5.865,0.871,0.115,2.838,451
K701022,Champignon gegart,Button mushroom cooked,22,91.69,4.317,0.262,0.589,2.102,8
K701100,Champignon roh,Button mushroom raw,21,92.068,4.107,0.249,0.56,1.9,8
K701101,Champignon roh mit Küchenabfall,Button mushroom raw whole,17,73.654,3.286,0.199,0.448,1.52,6
K701122,Champignon roh gegart,Button mushroom raw cooked,22,91.69,4.317,0.262,0.589,2.102,8
K701132,Champignon gekocht,Button mushroom boiled,21,92.179,4.112,0.249,0.561,2.114,7
K701142,Champignon geschmort (zubereitet ohne Fett),Button mushroom braised (prepared without fat),29,89.041,5.674,0.344,0.774,2.625,11
K701152,Champignon gedünstet (zubereitet ohne Fett),Button mushroom stewed (prepared without fat),28,89.492,5.418,0.328,0.739,2.638,9
K701162,Champignon gebacken,Button mushroom baked,26,90.278,5.034,0.305,0.686,2.329,10
K701172,Champignon gegrillt,Button mushroom grilled,33,87.444,6.501,0.394,0.886,3.008,13
K701182,Champignon gebraten (zubereitet ohne Fett),Button mushroom fried (prepared without fat),30,88.565,5.774,0.369,0.829,2.812,12
K701192,Champignon frittiert (zubereitet ohne Fett),Button mushroom deep-fried (prepared without fat),22,91.685,4.305,0.261,0.587,1.992,8
K701200,Champignon tiefgefroren,Button mushroom deep-frozen,26,90.333,5.037,0.305,0.687,2.33,9
K701222,Champignon tiefgefroren gegart,Button mushroom deep-frozen cooked,27,89.875,5.29,0.32,0.721,2.576,9
K701242,Champignon tiefgefroren gedämpft,Button mushroom deep-frozen steamed,34,87.265,6.604,0.4,0.901,3.216,11
K701262,Champignon tiefgefroren gebacken,Button mushroom deep-frozen baked,32,88.202,6.148,0.372,0.838,2.844,11
K701282,Champignon tiefgefroren gebraten (zubereitet ohne Fett),Button mushroom deep-frozen fried (prepared without fat),37,86.182,7.023,0.448,1.008,3.42,13
K701400,Champignon getrocknet,Button mushroom dried,248,8.0,48.235,2.922,6.582,22.317,82
K701422,Champignon getrocknet gegart,Button mushroom dried cooked,22,91.69,4.317,0.262,0.589,2.102,8
K701500,"Champignon Konserve in Öl, nicht abgetropft",Button mushroom canned in oil undrained,312,60.457,2.697,33.897,0.368,1.248,239
K701502,Champignon Konserve in Öl abgetropft,Button mushroom canned in oil drained,166,76.2,3.229,17.09,0.464,1.573,256
K701700,Champignon gesalzen,Button mushroom salted,18,81.261,3.621,0.22,0.494,1.675,4373
K701782,Champignon Konserve in Öl abgetropft gebraten (zubereitet ohne Fett),Button mushroom canned in oil drained fried (prepared without fat),226,67.694,4.192,23.357,0.634,2.15,350
K701800,"Champignon gesäuert, nicht abgetropft",Button mushroom pickled undrained,11,95.403,2.031,0.122,0.307,0.93,160
K701802,"Champignon gesäuert, abgetropft",Button mushroom pickled drained,18,92.718,3.362,0.202,0.452,1.591,235
K701832,Champignon gesäuert abgetropft gekocht,Button mushroom pickled drained boiled,17,93.033,3.373,0.203,0.454,1.774,196
K701872,Champignon gesäuert abgetropft gegrillt,Button mushroom pickled drained grilled,28,88.426,5.344,0.321,0.718,2.529,374
K701900,"Champignon Konserve, nicht abgetropft",Button mushroom canned undrained,19,93.383,3.372,0.501,0.07,1.5,320
K701902,Champignon Konserve abgetropft,Button mushroom canned drained,31,89.049,5.586,0.83,0.11,2.568,471
K701922,Champignon Konserve gegart abgetropft,Button mushroom canned cooked drained,32,88.576,5.865,0.871,0.115,2.838,451
K701932,Champignon Konserve abgetropft gekocht,Button mushroom canned drained boiled,31,89.275,5.6,0.832,0.11,2.861,393
K701942,Champignon Konserve abgetropft geschmort (zubereitet ohne Fett),Button mushroom canned drained braised (prepared without fat),42,85.057,7.622,1.133,0.15,3.504,643
K701962,Champignon Konserve abgetropft gebacken,Button mushroom canned drained baked,37,86.677,6.796,1.01,0.134,3.124,573
K701972,Champignon Konserve abgetropft gegrillt,Button mushroom canned drained grilled,48,82.99,8.677,1.289,0.171,3.989,732
K701982,Champignon Konserve abgetropft gebraten (zubereitet ohne Fett),Button mushroom canned drained fried (prepared without fat),43,84.434,7.741,1.211,0.16,3.746,687
K702100,Trüffel roh,Black truffle (Perigord black truffle) raw,59,65.282,8.288,0.51,7.4,16.54,77
K702122,Trüffel gegart,Black truffle (Perigord black truffle) cooked,60,63.613,8.525,0.525,7.611,17.908,72
K702300,Trüffel Konzentrat,Black truffle (Perigord black truffle) concentrate,80,40.001,11.286,0.696,10.075,22.52,4855
K702400,Trüffel getrocknet,Black truffle (Perigord black truffle) dried,156,8.0,22.085,1.359,19.718,44.074,176
K702500,Trüffel Pulver,Black truffle (Perigord black truffle) powder,159,5.999,22.565,1.389,20.147,45.033,179
K702700,Trüffel gesalzen,Black truffle (Perigord black truffle) salted,52,57.689,7.314,0.45,6.531,14.597,4429
K702800,"Trüffel gesäuert, nicht abgetropft",Black truffle (Perigord black truffle) pickled undrained,30,82.338,4.079,0.249,3.655,8.095,189
K702802,Trüffel gesäuert abgetropft,Black truffle (Perigord black truffle) pickled drained,48,70.544,6.936,0.423,5.524,14.224,286
K702900,"Trüffel Konserve, nicht abgetropft",Black truffle (Perigord black truffle) canned undrained,33,79.674,4.744,0.292,4.236,9.467,244
K702902,Trüffel Konserve abgetropft,Black truffle (Perigord black truffle) canned drained,56,65.466,8.061,0.496,6.798,16.623,369
K703000,Morchel,Morel,15,88.612,2.488,0.32,0.5,7.01,2
K703100,Morchel roh,Morel raw,15,88.612,2.488,0.32,0.5,7.01,2
K703122,Morchel gegart,Morel cooked,15,87.822,2.603,0.335,0.523,7.72,2
K703152,Morchel gedünstet (zubereitet ohne Fett),Morel stewed (prepared without fat),19,84.806,3.232,0.416,0.649,9.584,2
K703400,Morchel getrocknet,Morel dried,118,7.998,20.283,2.606,4.079,57.135,16
K703700,Morchel gesalzen,Morel salted,13,78.215,2.193,0.282,0.441,6.182,4369
K703800,"Morchel gesäuert, nicht abgetropft",Morel pickled undrained,8,93.716,1.239,0.156,0.278,3.429,157
K703802,Morchel gesäuert abgetropft,Morel pickled drained,13,89.741,2.054,0.259,0.41,5.875,231
K703900,"Morchel Konserve, nicht abgetropft",Morel canned undrained,8,92.978,1.424,0.183,0.286,4.011,207
K703902,Morchel Konserve abgetropft,Morel canned drained,14,88.271,2.358,0.303,0.447,6.863,305
K703982,Morchel Konserve abgetropft gebraten (zubereitet ohne Fett),Morel canned drained fried (prepared without fat),19,83.17,3.247,0.439,0.648,9.948,442
K704100,Birkenpilz roh,Brown birch bolete raw,25,86.6,4.7,0.62,0.2,6.49,2
K704122,Birkenpilz gegart,Brown birch bolete cooked,27,85.788,4.915,0.648,0.209,7.144,2
K704200,Birkenpilz tiefgefroren,Brown birch bolete deep-frozen,31,83.861,5.689,0.75,0.242,7.856,2
K704400,Birkenpilz getrocknet,Brown birch bolete dried,175,8.0,32.59,4.3,1.385,45.006,14
K704700,Birkenpilz gesalzen,Brown birch bolete salted,22,76.463,4.146,0.547,0.176,5.724,4370
K704800,"Birkenpilz gesäuert, nicht abgetropft",Brown birch bolete pickled undrained,13,92.745,2.322,0.303,0.131,3.176,157
K704802,Birkenpilz gesäuert abgetropft,Brown birch bolete pickled drained,21,88.111,3.857,0.503,0.193,5.451,232
K704900,"Birkenpilz Konserve, nicht abgetropft",Brown birch bolete canned undrained,15,91.845,2.69,0.354,0.114,3.714,207
K704902,Birkenpilz Konserve abgetropft,Brown birch bolete canned drained,24,86.38,4.464,0.587,0.179,6.369,305
K706100,Butterpilz roh,Brown-yellow boletus (slippery jack) raw,15,91.632,2.548,0.36,0.3,4.48,3
K706122,Butterpilz gegart,Brown-yellow boletus (slippery jack) cooked,15,91.054,2.673,0.378,0.315,4.946,3
K706300,Butterpilz Konzentrat,Brown-yellow boletus (slippery jack) concentrate,49,39.997,8.597,1.215,1.012,15.121,11811
K706400,Butterpilz getrocknet,Brown-yellow boletus (slippery jack) dried,161,8.0,28.228,3.985,3.321,49.625,33
K706700,Butterpilz gesalzen,Brown-yellow boletus (slippery jack) salted,13,80.85,2.246,0.317,0.265,3.949,4368
K706800,"Butterpilz gesäuert, nicht abgetropft",Brown-yellow boletus (slippery jack) pickled undrained,8,95.175,1.268,0.176,0.18,2.191,158
K706802,Butterpilz gesäuert abgetropft,Brown-yellow boletus (slippery jack) pickled drained,13,92.214,2.097,0.291,0.265,3.745,232
K706900,"Butterpilz Konserve, nicht abgetropft",Brown-yellow boletus (slippery jack) canned undrained,8,94.686,1.457,0.206,0.171,2.563,208
K706902,Butterpilz Konserve abgetropft,Brown-yellow boletus (slippery jack) canned drained,14,91.174,2.406,0.34,0.267,4.374,305
K707100,Edel-Reizker roh,Saffron milk cap (red pine mushroom) raw,18,90.157,2.833,0.67,0.1,5.53,6
K707122,Edel-Reizker gegart,Saffron milk cap (red pine mushroom) cooked,19,89.467,2.968,0.702,0.105,6.097,6
K707400,Edel-Reizker getrocknet,Saffron milk cap (red pine mushroom) dried,168,8.0,26.658,6.3,0.94,52.037,47
K707700,Edel-Reizker gesalzen,Saffron milk cap (red pine mushroom) salted,16,79.552,2.497,0.591,0.088,4.875,4371
K707800,"Edel-Reizker gesäuert, nicht abgetropft",Saffron milk cap (red pine mushroom) pickled undrained,10,94.454,1.408,0.327,0.082,2.705,159
K707802,Edel-Reizker gesäuert abgetropft,Saffron milk cap (red pine mushroom) pickled drained,16,90.969,2.331,0.541,0.121,4.627,234
K707900,"Edel-Reizker Konserve, nicht abgetropft",Saffron milk cap (red pine mushroom) canned undrained,10,93.844,1.621,0.383,0.057,3.163,208
K707902,Edel-Reizker Konserve abgetropft,Saffron milk cap (red pine mushroom) canned drained,17,89.73,2.68,0.633,0.089,5.404,306
K709100,Hallimasch roh,Dark honey mushroom raw,19,89.084,3.171,0.68,0.1,5.51,3
K709122,Hallimasch gegart,Dark honey mushroom cooked,20,88.424,3.322,0.712,0.105,6.077,3
K709300,Hallimasch Konzentrat,Dark honey mushroom concentrate,57,40.004,9.379,2.01,0.294,16.294,10350
K709400,Hallimasch getrocknet,Dark honey mushroom dried,165,7.999,27.069,5.806,0.853,47.044,26
K709700,Hallimasch gesalzen,Dark honey mushroom salted,17,78.659,2.797,0.599,0.088,4.86,4371
K709800,"Hallimasch gesäuert, nicht abgetropft",Dark honey mushroom pickled undrained,11,93.964,1.574,0.332,0.082,2.696,158
K709802,Hallimasch gesäuert abgetropft,Dark honey mushroom pickled drained,17,90.175,2.609,0.55,0.121,4.618,233
K709900,"Hallimasch Konserve, nicht abgetropft",Dark honey mushroom canned undrained,11,93.268,1.815,0.39,0.057,3.153,208
K709902,Hallimasch Konserve abgetropft,Dark honey mushroom canned drained,18,88.797,3.005,0.646,0.089,5.394,306
K713000,Pfifferling,Chanterelle,15,91.929,2.381,0.49,0.17,3.27,3
K713032,Pfifferling gekocht,Chanterelle boiled,15,92.055,2.384,0.491,0.17,3.638,3
K713062,Pfifferling gebacken,Chanterelle baked,18,90.111,2.917,0.6,0.208,4.007,4
K713100,Pfifferling roh,Chanterelle raw,15,91.929,2.381,0.49,0.17,3.27,3
K713122,Pfifferling gegart,Chanterelle cooked,16,91.534,2.503,0.515,0.179,3.618,3
K713142,Pfifferling geschmort (zubereitet ohne Fett),Chanterelle braised (prepared without fat),20,88.855,3.288,0.677,0.235,4.515,4
K713182,Pfifferling gebraten (zubereitet ohne Fett),Chanterelle fried (prepared without fat),21,88.254,3.341,0.724,0.251,4.83,4
K713200,Pfifferling tiefgefroren,Chanterelle deep-frozen,18,90.204,2.92,0.601,0.209,4.011,3
K713400,Pfifferling getrocknet,Chanterelle dried,128,15.252,24.73,2.151,1.8,46.3,32
K713442,Pfifferling getrocknet geschmort (zubereitet ohne Fett),Chanterelle dried braised (prepared without fat),20,88.855,3.288,0.677,0.235,4.515,4
K713700,Pfifferling gesalzen,Chanterelle salted,13,81.191,2.1,0.432,0.15,2.885,4373
K713800,"Pfifferling gesäuert, nicht abgetropft",Chanterelle pickled undrained,8,95.371,1.188,0.239,0.116,1.6,158
K713802,Pfifferling gesäuert abgetropft,Chanterelle pickled drained,13,92.601,1.966,0.395,0.171,2.735,232
K713900,"Pfifferling Konserve, nicht abgetropft",Chanterelle canned undrained,8,94.914,1.363,0.28,0.097,1.872,208
K713902,Pfifferling Konserve abgetropft,Chanterelle canned drained,16,92.355,2.083,0.69,0.2,3.81,165
K713922,Pfifferling Konserve abgetropft gegart,Chanterelle canned drained cooked,16,91.862,2.187,0.724,0.21,4.211,158
K713932,Pfifferling Konserve abgetropft gekocht,Chanterelle canned drained boiled,15,92.195,2.079,0.689,0.2,4.226,137
K713942,Pfifferling Konserve abgetropft geschmort (zubereitet ohne Fett),Chanterelle canned drained braised (prepared without fat),21,89.425,2.881,0.954,0.277,5.27,228
K713962,Pfifferling Konserve abgetropft gebacken,Chanterelle canned drained baked,19,90.624,2.555,0.846,0.245,4.673,202
K713982,Pfifferling Konserve abgetropft gebraten (zubereitet ohne Fett),Chanterelle canned drained fried (prepared without fat),22,88.84,2.929,1.021,0.296,5.638,244
K717100,Rotkappe roh,Orange birch bolete raw,17,91.217,2.173,0.78,0.3,4.72,0
K717122,Rotkappe gegart,Orange birch bolete cooked,17,90.622,2.279,0.818,0.315,5.21,0
K717200,Rotkappe tiefgefroren,Orange birch bolete deep-frozen,21,89.299,2.659,0.954,0.367,5.776,0
K717400,Rotkappe getrocknet,Orange birch bolete dried,177,8.0,22.958,8.244,3.167,49.863,0
K717700,Rotkappe gesalzen,Orange birch bolete salted,15,80.494,1.916,0.687,0.265,4.161,4366
K717800,"Rotkappe gesäuert, nicht abgetropft",Orange birch bolete pickled undrained,9,94.977,1.085,0.381,0.18,2.309,157
K717802,Rotkappe gesäuert abgetropft,Orange birch bolete pickled drained,15,91.883,1.795,0.63,0.265,3.948,231
K717900,"Rotkappe Konserve, nicht abgetropft",Orange birch bolete canned undrained,10,94.456,1.243,0.446,0.171,2.7,206
K717902,Rotkappe Konserve abgetropft,Orange birch bolete canned drained,16,90.788,2.054,0.737,0.267,4.61,303
K718100,Steinpilz roh,Porcini mushroom raw,27,86.74,5.4,0.4,0.53,6.02,6
K718122,Steinpilz gegart,Porcini mushroom cooked,29,85.911,5.645,0.418,0.554,6.625,6
K718132,Steinpilz gekocht,Porcini mushroom boiled,27,86.39,5.378,0.398,0.528,6.662,5
K718152,Steinpilz gedünstet (zubereitet ohne Fett),Porcini mushroom stewed (prepared without fat),35,82.534,6.973,0.517,0.684,8.183,7
K718162,Steinpilz gebacken,Porcini mushroom baked,33,83.957,6.533,0.484,0.641,7.284,7
K718182,Steinpilz gebraten (zubereitet ohne Fett),Porcini mushroom fried (prepared without fat),38,81.275,7.395,0.577,0.764,8.678,9
K718200,Steinpilz tiefgefroren,Porcini mushroom deep-frozen,33,84.0,6.537,0.484,0.642,7.287,7
K718232,Steinpilz tiefgefroren gekocht,Porcini mushroom deep-frozen boiled,33,83.577,6.504,0.482,0.639,8.056,6
K718282,Steinpilz tiefgefroren gebraten (zubereitet ohne Fett),Porcini mushroom deep-frozen fried (prepared without fat),45,77.696,8.837,0.689,0.914,10.37,10
K718400,Steinpilz getrocknet,Porcini mushroom dried,163,1.355,29.526,3.2,4.11,55.29,14
K718432,Steinpilz getrocknet gekocht,Porcini mushroom dried boiled,41,73.835,7.507,0.814,1.045,15.62,3
K718482,Steinpilz getrocknet gebraten (zubereitet ohne Fett),Porcini mushroom dried fried (prepared without fat),37,80.803,7.352,0.573,0.76,9.586,7
K718700,Steinpilz gesalzen,Porcini mushroom salted,24,76.553,4.761,0.353,0.467,5.308,4372
K718800,"Steinpilz gesäuert, nicht abgetropft",Porcini mushroom pickled undrained,14,92.793,2.663,0.195,0.292,2.945,159
K718802,Steinpilz gesäuert abgetropft,Porcini mushroom pickled drained,23,88.212,4.424,0.324,0.431,5.055,235
K718882,Steinpilz gesäuert abgetropft gebraten (zubereitet ohne Fett),Porcini mushroom pickled drained fried (prepared without fat),32,83.213,6.099,0.47,0.626,7.336,341
K718900,"Steinpilz Konserve, nicht abgetropft",Porcini mushroom canned undrained,16,91.899,3.089,0.229,0.303,3.444,208
K718902,Steinpilz Konserve abgetropft,Porcini mushroom canned drained,26,86.48,5.126,0.38,0.475,5.906,307
K718932,Steinpilz Konserve abgetropft gekocht,Porcini mushroom canned drained boiled,26,86.314,5.116,0.379,0.474,6.55,255
K724100,Shiitakepilz roh,Shiitake mushroom raw,42,83.377,1.562,0.22,12.32,1.961,4
K724122,Shiitakepilz gegart,Shiitake mushroom cooked,44,82.579,1.633,0.23,12.88,2.158,4
K724182,Shiitakepilz gebraten (zubereitet ohne Fett),Shiitake mushroom fried (prepared without fat),59,76.611,2.098,0.311,17.416,2.772,6
K724400,Shiitakepilz getrocknet,Shiitake mushroom dried,233,8.0,8.672,1.221,68.391,10.886,17
K724700,Shiitakepilz gesalzen,Shiitake mushroom salted,37,73.568,1.376,0.194,10.858,1.728,4369
K724800,"Shiitakepilz gesäuert, nicht abgetropft",Shiitake mushroom pickled undrained,21,91.13,0.787,0.108,6.058,0.959,158
K724802,Shiitakepilz gesäuert abgetropft,Shiitake mushroom pickled drained,33,86.41,1.327,0.182,9.078,1.671,237
K724900,"Shiitakepilz Konserve, nicht abgetropft",Shiitake mushroom canned undrained,24,89.956,0.894,0.126,7.046,1.122,208
K724902,Shiitakepilz Konserve abgetropft,Shiitake mushroom canned drained,38,83.812,1.5,0.211,11.166,1.945,310
